id,employee_code,employee_name,age,gender,city,department,job_role,education,employment_type,joining_date,experience_years,salary,performance_rating,projects_completed,status
1395,EMP01395,Employee_01395,28,Female,Vijayawada,Operations,Executive,MBA,Full-Time,2020-03-08,5,133088,2.8,6,Inactive
1396,EMP01396,Employee_01396,28,Female,Delhi,IT,Support Engineer,MBA,Part-Time,2020-07-29,5,56151,4.7,1,On Leave
1397,EMP01397,Employee_01397,23,Female,Hyderabad,Admin,Analyst,B.Com,Part-Time,2024-11-10,1,95057,3.1,8,Active
1398,EMP01398,Employee_01398,37,Male,Kolkata,Marketing,Developer,B.Tech,Contract,2023-06-25,2,61501,2.0,1,Active
1399,EMP01399,Employee_01399,32,Female,Delhi,Operations,Tester,B.Com,Full-Time,2025-11-04,0,24328,3.3,5,On Leave
1400,EMP01400,Employee_01400,24,Male,Kolkata,HR,Manager,MBA,Part-Time,2026-07-26,0,132923,4.3,6,On Leave
1401,EMP01401,Employee_01401,44,Male,Bengaluru,Support,Tester,MBA,Full-Time,2024-12-06,1,88020,2.4,12,Active
1402,EMP01402,Employee_01402,30,Female,Kochi,Sales,HR Executive,B.Sc,Part-Time,2020-06-29,5,21175,4.9,3,On Leave
1403,EMP01403,Employee_01403,29,Male,Hyderabad,Marketing,Accountant,B.Tech,Full-Time,2026-05-16,0,73211,2.0,1,Inactive
1404,EMP01404,Employee_01404,42,Female,Delhi,Operations,Accountant,B.Com,Contract,2021-11-09,4,147363,2.3,10,On Leave
1405,EMP01405,Employee_01405,44,Male,Kochi,Marketing,Executive,B.Sc,Full-Time,2026-02-22,0,104664,3.9,5,Inactive
1406,EMP01406,Employee_01406,29,Female,Guntur,IT,Tester,B.Com,Full-Time,2025-06-02,0,104023,4.8,4,Active
1407,EMP01407,Employee_01407,28,Female,Chennai,HR,Support Engineer,MBA,Contract,2026-03-23,0,75397,4.6,3,Inactive
1408,EMP01408,Employee_01408,39,Male,Kochi,Admin,Analyst,B.Com,Full-Time,2024-09-13,1,104825,2.9,3,Inactive
1409,EMP01409,Employee_01409,34,Female,Delhi,HR,Tester,B.Sc,Part-Time,2024-07-20,1,58382,3.2,0,Inactive
1410,EMP01410,Employee_01410,39,Female,Pune,Finance,Support Engineer,B.Sc,Contract,2024-06-11,1,74106,3.2,3,Inactive
1411,EMP01411,Employee_01411,23,Male,Chennai,Support,Accountant,B.Tech,Contract,2024-03-23,1,44387,2.2,12,On Leave
1412,EMP01412,Employee_01412,22,Male,Mumbai,Operations,Support Engineer,M.Tech,Contract,2021-09-14,4,18547,3.4,0,Active
1413,EMP01413,Employee_01413,26,Male,Hyderabad,IT,Executive,B.Sc,Part-Time,2020-06-14,5,99203,3.0,0,Inactive
1414,EMP01414,Employee_01414,29,Male,Kochi,Marketing,Manager,B.Tech,Part-Time,2021-03-16,4,94396,3.8,8,On Leave
1415,EMP01415,Employee_01415,26,Female,Hyderabad,Support,Support Engineer,M.Tech,Full-Time,2022-11-30,3,43197,3.5,3,On Leave
1416,EMP01416,Employee_01416,35,Female,Guntur,Support,Executive,B.Com,Contract,2025-04-20,0,112044,4.9,4,Inactive
1417,EMP01417,Employee_01417,28,Male,Bengaluru,IT,Analyst,B.Sc,Full-Time,2022-05-12,3,138923,2.4,2,Inactive
1418,EMP01418,Employee_01418,25,Female,Kochi,Sales,Accountant,MBA,Part-Time,2021-05-31,4,37252,2.8,5,Active
1419,EMP01419,Employee_01419,44,Female,Hyderabad,Operations,Manager,MBA,Full-Time,2026-03-11,0,97310,4.8,3,Inactive
1420,EMP01420,Employee_01420,22,Female,Guntur,Finance,Accountant,MBA,Contract,2020-09-27,5,26225,4.5,12,Inactive
1421,EMP01421,Employee_01421,35,Female,Delhi,Finance,Developer,B.Sc,Part-Time,2023-08-18,2,52839,4.4,11,Inactive
1422,EMP01422,Employee_01422,36,Male,Kolkata,Admin,Tester,B.Sc,Contract,2021-01-16,4,105701,2.4,2,Active
1423,EMP01423,Employee_01423,22,Female,Kochi,Operations,Support Engineer,B.Tech,Full-Time,2024-09-07,1,20418,3.9,11,Inactive
1424,EMP01424,Employee_01424,27,Female,Kolkata,Support,Executive,MBA,Contract,2025-08-14,0,73328,2.4,10,Active
1425,EMP01425,Employee_01425,44,Female,Hyderabad,Marketing,Support Engineer,B.Tech,Part-Time,2025-02-06,0,94072,3.6,12,On Leave
1426,EMP01426,Employee_01426,36,Male,Delhi,Sales,Accountant,B.Com,Part-Time,2020-09-14,5,127378,4.8,9,On Leave
1427,EMP01427,Employee_01427,28,Male,Hyderabad,Sales,Accountant,B.Sc,Part-Time,2020-06-07,5,84621,3.2,0,Active
1428,EMP01428,Employee_01428,22,Female,Hyderabad,Marketing,Developer,MBA,Contract,2024-10-27,1,37950,4.4,4,Active
1429,EMP01429,Employee_01429,42,Female,Kolkata,Operations,Manager,MCA,Contract,2025-12-27,0,93381,4.3,3,Active
1430,EMP01430,Employee_01430,42,Male,Vijayawada,IT,Analyst,B.Sc,Contract,2020-02-28,5,130590,2.2,10,On Leave
1431,EMP01431,Employee_01431,26,Male,Guntur,Sales,Manager,B.Com,Full-Time,2022-11-23,3,94629,4.0,6,Inactive
1432,EMP01432,Employee_01432,38,Male,Hyderabad,Sales,Analyst,B.Com,Full-Time,2023-06-21,2,35980,2.2,2,Active
1433,EMP01433,Employee_01433,31,Female,Kolkata,HR,Accountant,M.Tech,Contract,2025-01-22,0,49834,3.5,12,Inactive
1434,EMP01434,Employee_01434,32,Male,Kolkata,Marketing,Developer,MCA,Full-Time,2020-12-07,5,42125,3.1,6,Active
1435,EMP01435,Employee_01435,25,Male,Vijayawada,Operations,Developer,B.Com,Part-Time,2021-10-26,4,107679,2.5,11,Inactive
1436,EMP01436,Employee_01436,37,Female,Kochi,HR,Executive,M.Tech,Part-Time,2021-02-28,4,123502,2.6,3,On Leave
1437,EMP01437,Employee_01437,33,Male,Hyderabad,Admin,Executive,B.Tech,Contract,2025-02-18,0,102466,3.9,3,Inactive
1438,EMP01438,Employee_01438,42,Male,Delhi,Admin,Analyst,B.Sc,Full-Time,2020-03-11,5,115658,3.9,6,On Leave
1439,EMP01439,Employee_01439,38,Female,Kolkata,Operations,Analyst,MCA,Full-Time,2025-11-02,0,48538,3.8,7,On Leave
1440,EMP01440,Employee_01440,28,Female,Hyderabad,HR,Developer,B.Com,Contract,2023-07-22,2,99804,3.6,6,Active
1441,EMP01441,Employee_01441,33,Male,Kolkata,Operations,Analyst,MBA,Part-Time,2022-11-23,3,58117,2.8,6,On Leave
1442,EMP01442,Employee_01442,34,Female,Chennai,HR,Manager,MCA,Contract,2023-05-13,2,23959,2.1,4,On Leave
1443,EMP01443,Employee_01443,32,Female,Delhi,HR,Manager,MCA,Full-Time,2021-02-14,4,47720,2.3,4,On Leave
1444,EMP01444,Employee_01444,28,Male,Kolkata,Marketing,Tester,B.Tech,Part-Time,2020-11-18,5,30865,2.8,12,Active
1445,EMP01445,Employee_01445,34,Male,Chennai,HR,Analyst,MCA,Full-Time,2023-07-01,2,42370,4.0,4,Active
1446,EMP01446,Employee_01446,22,Male,Mumbai,Finance,Executive,B.Tech,Part-Time,2025-05-07,0,141004,4.4,6,Active
1447,EMP01447,Employee_01447,41,Female,Pune,Finance,Manager,M.Tech,Contract,2022-01-28,3,45229,3.9,0,On Leave
1448,EMP01448,Employee_01448,34,Male,Vijayawada,Sales,Developer,MBA,Full-Time,2022-09-04,3,19385,4.0,4,On Leave
1449,EMP01449,Employee_01449,27,Female,Kochi,Marketing,Tester,B.Sc,Contract,2024-05-10,1,94731,3.0,6,Active
1450,EMP01450,Employee_01450,29,Female,Kochi,Sales,Tester,M.Tech,Full-Time,2024-09-17,1,148463,2.0,1,On Leave
1451,EMP01451,Employee_01451,41,Male,Hyderabad,Sales,Executive,M.Tech,Full-Time,2022-01-25,3,49451,4.9,3,On Leave
1452,EMP01452,Employee_01452,42,Female,Bengaluru,IT,Executive,M.Tech,Full-Time,2020-10-22,5,121473,2.4,3,On Leave
1453,EMP01453,Employee_01453,34,Male,Chennai,HR,Support Engineer,B.Com,Part-Time,2020-02-26,5,46037,3.0,7,Inactive
1454,EMP01454,Employee_01454,42,Male,Pune,Support,Support Engineer,B.Sc,Contract,2025-10-26,0,90106,3.3,3,On Leave
1455,EMP01455,Employee_01455,36,Male,Mumbai,IT,HR Executive,MBA,Full-Time,2022-09-21,3,146165,4.8,6,Active
1456,EMP01456,Employee_01456,44,Female,Bengaluru,Marketing,Manager,B.Com,Part-Time,2020-09-01,5,138257,3.6,3,Active
1457,EMP01457,Employee_01457,45,Male,Kochi,Admin,Support Engineer,B.Com,Contract,2024-10-11,1,21609,3.4,12,Active
1458,EMP01458,Employee_01458,27,Female,Chennai,Admin,Executive,MBA,Full-Time,2025-01-14,0,90250,4.5,6,Active
1459,EMP01459,Employee_01459,41,Male,Bengaluru,Marketing,Support Engineer,MCA,Part-Time,2022-08-18,3,145376,3.2,8,On Leave
1460,EMP01460,Employee_01460,29,Male,Kochi,HR,Executive,B.Com,Part-Time,2021-02-08,4,99321,4.2,0,Active
1461,EMP01461,Employee_01461,40,Male,Chennai,IT,Support Engineer,M.Tech,Contract,2026-03-27,0,65958,3.9,8,Inactive
1462,EMP01462,Employee_01462,31,Male,Mumbai,Support,Tester,M.Tech,Part-Time,2026-05-15,0,18382,3.4,2,On Leave
1463,EMP01463,Employee_01463,41,Female,Bengaluru,Support,Accountant,MCA,Full-Time,2022-03-28,3,123369,4.0,9,Active
1464,EMP01464,Employee_01464,22,Male,Kolkata,Operations,Accountant,B.Sc,Part-Time,2023-08-23,2,106119,3.1,12,On Leave
1465,EMP01465,Employee_01465,43,Male,Guntur,IT,Executive,MBA,Part-Time,2020-03-08,5,37993,2.3,2,On Leave
1466,EMP01466,Employee_01466,24,Male,Pune,Operations,Analyst,B.Tech,Part-Time,2020-10-24,5,133679,4.2,3,Active
1467,EMP01467,Employee_01467,24,Male,Bengaluru,Operations,Executive,MCA,Full-Time,2024-08-02,1,91508,3.9,7,Active
1468,EMP01468,Employee_01468,40,Female,Kolkata,Finance,Developer,MBA,Full-Time,2022-10-22,3,81231,2.1,11,Inactive
1469,EMP01469,Employee_01469,24,Female,Hyderabad,Support,Support Engineer,B.Com,Part-Time,2023-09-16,2,41254,3.5,3,On Leave
1470,EMP01470,Employee_01470,21,Male,Mumbai,Sales,Manager,B.Sc,Full-Time,2021-11-03,4,43561,4.9,9,On Leave
1471,EMP01471,Employee_01471,44,Male,Chennai,Marketing,Accountant,B.Tech,Contract,2020-07-04,5,65026,2.6,3,Inactive
1472,EMP01472,Employee_01472,40,Male,Delhi,Marketing,HR Executive,B.Sc,Contract,2022-07-13,3,53262,2.1,11,Active
1473,EMP01473,Employee_01473,36,Male,Kolkata,Finance,HR Executive,B.Tech,Full-Time,2021-10-13,4,117113,2.0,5,Active
1474,EMP01474,Employee_01474,23,Male,Chennai,Marketing,Support Engineer,MBA,Full-Time,2022-05-17,3,58301,3.2,6,On Leave
1475,EMP01475,Employee_01475,42,Male,Kochi,Admin,Tester,B.Com,Part-Time,2025-12-22,0,74514,4.9,6,On Leave
1476,EMP01476,Employee_01476,44,Female,Kolkata,Admin,Analyst,MCA,Full-Time,2022-05-27,3,23250,2.6,4,On Leave
1477,EMP01477,Employee_01477,22,Male,Kolkata,Admin,HR Executive,M.Tech,Contract,2021-06-03,4,78224,4.2,8,On Leave
1478,EMP01478,Employee_01478,22,Male,Pune,IT,Analyst,B.Sc,Contract,2021-07-07,4,65131,3.6,3,On Leave
1479,EMP01479,Employee_01479,31,Male,Chennai,IT,HR Executive,MBA,Full-Time,2020-12-08,5,42520,2.8,5,Active
1480,EMP01480,Employee_01480,43,Female,Bengaluru,Support,Analyst,M.Tech,Part-Time,2022-06-22,3,41431,3.6,9,Inactive
1481,EMP01481,Employee_01481,42,Male,Hyderabad,IT,Developer,M.Tech,Contract,2021-11-05,4,90433,5.0,5,Active
1482,EMP01482,Employee_01482,23,Male,Bengaluru,Sales,Accountant,B.Tech,Part-Time,2020-05-04,5,102540,2.5,11,On Leave
1483,EMP01483,Employee_01483,22,Female,Guntur,HR,Tester,B.Com,Part-Time,2024-03-01,1,24774,4.2,5,Active
1484,EMP01484,Employee_01484,38,Female,Mumbai,Admin,Analyst,B.Sc,Full-Time,2020-12-14,5,56782,3.8,9,Inactive
1485,EMP01485,Employee_01485,40,Male,Kolkata,Support,Accountant,B.Tech,Full-Time,2025-08-15,0,29130,2.9,7,On Leave
1486,EMP01486,Employee_01486,21,Female,Delhi,HR,Support Engineer,M.Tech,Contract,2020-07-19,5,86494,4.7,6,Inactive
1487,EMP01487,Employee_01487,25,Male,Guntur,Finance,Tester,MCA,Full-Time,2025-12-11,0,124216,3.1,1,Inactive
1488,EMP01488,Employee_01488,42,Female,Hyderabad,IT,Accountant,B.Tech,Part-Time,2024-02-22,1,30844,3.1,2,Active
1489,EMP01489,Employee_01489,34,Male,Kochi,Finance,Manager,B.Tech,Full-Time,2022-09-11,3,138592,3.9,12,Inactive
1490,EMP01490,Employee_01490,24,Male,Kolkata,IT,Tester,M.Tech,Contract,2020-07-11,5,120675,2.8,8,Inactive
1491,EMP01491,Employee_01491,38,Male,Guntur,Sales,Analyst,MBA,Part-Time,2021-12-27,4,142162,3.5,3,Active
1492,EMP01492,Employee_01492,42,Female,Chennai,Marketing,HR Executive,B.Com,Full-Time,2021-09-26,4,35178,2.4,6,Active
1493,EMP01493,Employee_01493,34,Female,Pune,HR,Tester,B.Com,Full-Time,2022-09-21,3,52212,3.1,11,Inactive
1494,EMP01494,Employee_01494,33,Female,Chennai,Operations,Support Engineer,B.Com,Full-Time,2020-06-16,5,94447,4.8,10,Active
1495,EMP01495,Employee_01495,28,Male,Mumbai,Sales,Developer,M.Tech,Full-Time,2024-07-09,1,114743,3.0,10,Inactive
1496,EMP01496,Employee_01496,30,Male,Pune,HR,Support Engineer,B.Sc,Contract,2024-03-25,1,125791,4.4,4,On Leave
1497,EMP01497,Employee_01497,37,Female,Chennai,Admin,Developer,M.Tech,Contract,2025-08-13,0,64780,4.5,4,Inactive
1498,EMP01498,Employee_01498,30,Male,Pune,Sales,Executive,B.Com,Full-Time,2020-06-02,5,33079,5.0,4,On Leave
1499,EMP01499,Employee_01499,39,Female,Pune,Finance,Analyst,B.Tech,Full-Time,2022-11-21,3,100594,4.7,1,On Leave
1500,EMP01500,Employee_01500,37,Male,Kolkata,IT,Executive,B.Sc,Contract,2025-02-05,0,140277,4.2,12,Active
1501,EMP01501,Employee_01501,36,Female,Pune,IT,HR Executive,B.Tech,Contract,2022-03-21,3,74828,2.4,10,Active
1502,EMP01502,Employee_01502,45,Female,Bengaluru,Admin,HR Executive,MCA,Contract,2020-12-09,5,148198,4.3,5,On Leave
1503,EMP01503,Employee_01503,21,Male,Kochi,HR,Support Engineer,MBA,Full-Time,2020-02-04,5,66451,2.6,0,On Leave
1504,EMP01504,Employee_01504,40,Female,Vijayawada,Admin,Tester,M.Tech,Part-Time,2021-06-07,4,21439,2.7,6,On Leave
1505,EMP01505,Employee_01505,44,Male,Guntur,Operations,Support Engineer,B.Sc,Full-Time,2021-05-05,4,126923,4.8,9,Active
1506,EMP01506,Employee_01506,40,Female,Bengaluru,Marketing,Executive,B.Sc,Part-Time,2023-06-28,2,36589,4.4,8,On Leave
1507,EMP01507,Employee_01507,31,Female,Pune,Finance,Manager,B.Sc,Contract,2025-05-09,0,24914,3.8,12,On Leave
1508,EMP01508,Employee_01508,25,Female,Delhi,Support,Analyst,B.Tech,Part-Time,2025-09-02,0,37267,2.7,4,Active
1509,EMP01509,Employee_01509,25,Female,Hyderabad,Operations,Executive,MBA,Part-Time,2023-04-19,2,124757,4.8,0,Inactive
1510,EMP01510,Employee_01510,44,Male,Chennai,Support,Developer,B.Tech,Full-Time,2024-11-18,1,30152,3.6,1,Active
1511,EMP01511,Employee_01511,27,Male,Hyderabad,Support,Manager,M.Tech,Part-Time,2025-10-31,0,112718,3.2,9,Active
1512,EMP01512,Employee_01512,44,Male,Mumbai,Operations,Support Engineer,B.Tech,Part-Time,2023-08-05,2,73798,2.3,2,On Leave
1513,EMP01513,Employee_01513,26,Female,Guntur,Finance,Executive,MCA,Part-Time,2026-03-03,0,132357,3.7,7,Inactive
1514,EMP01514,Employee_01514,24,Male,Kolkata,Admin,Executive,B.Com,Part-Time,2020-06-14,5,81465,2.9,8,Active
1515,EMP01515,Employee_01515,42,Male,Delhi,HR,Developer,B.Tech,Contract,2025-05-07,0,53781,3.2,3,Inactive
1516,EMP01516,Employee_01516,43,Female,Kochi,HR,Tester,B.Com,Contract,2025-01-23,0,22732,3.8,0,Active
1517,EMP01517,Employee_01517,43,Male,Guntur,Support,HR Executive,M.Tech,Part-Time,2020-03-05,5,136779,5.0,9,On Leave
1518,EMP01518,Employee_01518,23,Female,Kochi,Support,Executive,B.Sc,Part-Time,2025-02-11,0,95476,2.4,12,On Leave
1519,EMP01519,Employee_01519,30,Male,Chennai,Sales,Analyst,B.Sc,Full-Time,2021-02-25,4,23576,4.3,4,Inactive
1520,EMP01520,Employee_01520,45,Male,Guntur,IT,Accountant,B.Sc,Part-Time,2021-08-01,4,130689,3.2,8,On Leave
1521,EMP01521,Employee_01521,35,Female,Chennai,Sales,Tester,MCA,Contract,2021-04-27,4,127498,4.9,0,Active
1522,EMP01522,Employee_01522,40,Female,Pune,Finance,Developer,B.Com,Full-Time,2025-10-30,0,75775,3.0,10,Inactive
1523,EMP01523,Employee_01523,42,Female,Delhi,IT,Manager,MBA,Contract,2024-07-27,1,48881,4.9,11,Inactive
1524,EMP01524,Employee_01524,42,Male,Kolkata,Support,HR Executive,B.Com,Part-Time,2026-02-08,0,56433,3.3,4,On Leave
1525,EMP01525,Employee_01525,27,Female,Bengaluru,Finance,Executive,MCA,Part-Time,2020-10-25,5,21914,3.7,12,On Leave
1526,EMP01526,Employee_01526,45,Female,Guntur,Finance,Executive,MCA,Part-Time,2023-10-11,2,49506,2.8,3,On Leave
1527,EMP01527,Employee_01527,41,Female,Pune,IT,Developer,M.Tech,Contract,2023-01-18,2,28633,4.6,2,Inactive
1528,EMP01528,Employee_01528,33,Female,Kolkata,Sales,Analyst,B.Tech,Contract,2024-05-19,1,34411,5.0,1,Active
1529,EMP01529,Employee_01529,21,Male,Kochi,Marketing,Analyst,B.Com,Contract,2023-10-03,2,30560,4.8,6,On Leave
1530,EMP01530,Employee_01530,44,Male,Kolkata,Sales,Accountant,M.Tech,Part-Time,2020-10-26,5,102251,2.2,6,On Leave
1531,EMP01531,Employee_01531,22,Female,Hyderabad,Admin,Accountant,MBA,Contract,2021-08-11,4,114563,2.7,4,Inactive
1532,EMP01532,Employee_01532,26,Male,Guntur,Support,Manager,MCA,Full-Time,2024-05-19,1,33252,4.1,7,Inactive
1533,EMP01533,Employee_01533,38,Female,Guntur,IT,Manager,MCA,Contract,2020-03-20,5,42135,4.2,7,On Leave
1534,EMP01534,Employee_01534,45,Female,Bengaluru,Sales,Executive,B.Sc,Part-Time,2020-09-30,5,87086,2.1,8,Active
1535,EMP01535,Employee_01535,25,Male,Delhi,Support,Analyst,MBA,Contract,2020-12-31,5,100365,3.1,2,Active
1536,EMP01536,Employee_01536,21,Male,Bengaluru,Finance,Developer,MBA,Full-Time,2025-03-16,0,71717,4.5,2,Active
1537,EMP01537,Employee_01537,28,Female,Guntur,HR,Executive,B.Sc,Part-Time,2024-09-24,1,101297,2.4,7,Active
1538,EMP01538,Employee_01538,30,Male,Kochi,Operations,Developer,B.Sc,Part-Time,2026-02-11,0,98503,2.8,0,Inactive
1539,EMP01539,Employee_01539,22,Male,Pune,Admin,Executive,M.Tech,Part-Time,2025-09-21,0,42776,3.3,4,Active
1540,EMP01540,Employee_01540,36,Female,Kolkata,Finance,Manager,B.Tech,Full-Time,2024-06-19,1,46385,4.8,7,Active
1541,EMP01541,Employee_01541,36,Female,Kolkata,Support,Manager,MCA,Contract,2021-01-12,4,65812,2.3,3,Inactive
1542,EMP01542,Employee_01542,44,Male,Kolkata,Sales,Analyst,MCA,Full-Time,2025-07-05,0,132800,2.7,6,On Leave
1543,EMP01543,Employee_01543,34,Female,Hyderabad,Admin,HR Executive,MBA,Contract,2023-07-28,2,25643,3.0,9,Active
1544,EMP01544,Employee_01544,36,Male,Guntur,Finance,Developer,B.Com,Full-Time,2025-01-31,0,34014,3.2,7,Inactive
1545,EMP01545,Employee_01545,25,Male,Pune,Operations,Support Engineer,M.Tech,Full-Time,2026-01-23,0,40112,4.0,2,Active
1546,EMP01546,Employee_01546,42,Female,Bengaluru,Marketing,HR Executive,MCA,Full-Time,2024-05-30,1,113955,2.0,5,On Leave
1547,EMP01547,Employee_01547,37,Male,Delhi,Support,Accountant,MCA,Full-Time,2020-10-25,5,63669,2.2,9,On Leave
1548,EMP01548,Employee_01548,45,Female,Kolkata,IT,Manager,B.Sc,Full-Time,2025-12-28,0,88390,2.7,9,Inactive
1549,EMP01549,Employee_01549,40,Female,Kochi,Marketing,Tester,M.Tech,Full-Time,2020-05-18,5,78240,4.0,8,Inactive
1550,EMP01550,Employee_01550,44,Female,Vijayawada,Admin,Developer,M.Tech,Contract,2023-10-15,2,35306,3.9,4,Inactive
1551,EMP01551,Employee_01551,32,Female,Vijayawada,Support,Accountant,B.Sc,Contract,2021-01-10,4,64934,2.7,8,On Leave
1552,EMP01552,Employee_01552,21,Male,Kochi,HR,Accountant,MBA,Contract,2022-02-03,3,136490,2.8,12,On Leave
1553,EMP01553,Employee_01553,33,Female,Kolkata,Admin,Manager,B.Sc,Part-Time,2025-07-10,0,57299,4.6,9,On Leave
1554,EMP01554,Employee_01554,27,Female,Kolkata,IT,HR Executive,M.Tech,Full-Time,2026-06-20,0,147474,5.0,0,On Leave
1555,EMP01555,Employee_01555,32,Female,Guntur,Support,Support Engineer,M.Tech,Part-Time,2022-08-30,3,31597,4.1,0,On Leave
1556,EMP01556,Employee_01556,21,Male,Delhi,Operations,Tester,B.Com,Full-Time,2020-06-05,5,50722,2.5,8,On Leave
1557,EMP01557,Employee_01557,35,Female,Chennai,Sales,Manager,M.Tech,Contract,2024-05-29,1,121302,2.6,5,On Leave
1558,EMP01558,Employee_01558,29,Male,Kolkata,HR,Support Engineer,MBA,Full-Time,2026-06-17,0,120599,4.5,3,Inactive
1559,EMP01559,Employee_01559,42,Female,Vijayawada,Finance,Support Engineer,MBA,Full-Time,2020-11-22,5,103951,2.6,12,On Leave
1560,EMP01560,Employee_01560,33,Female,Kolkata,Operations,Analyst,B.Sc,Contract,2021-12-04,4,76104,4.6,3,Active
1561,EMP01561,Employee_01561,43,Female,Kolkata,Marketing,HR Executive,MCA,Part-Time,2026-04-12,0,120555,3.1,0,Active
1562,EMP01562,Employee_01562,45,Female,Pune,IT,Executive,B.Com,Contract,2023-08-05,2,145865,4.3,4,On Leave
1563,EMP01563,Employee_01563,42,Female,Kochi,Admin,Manager,B.Tech,Full-Time,2021-05-06,4,37532,4.8,1,On Leave
1564,EMP01564,Employee_01564,39,Male,Delhi,Sales,HR Executive,B.Com,Full-Time,2023-09-28,2,79870,2.8,0,Inactive
1565,EMP01565,Employee_01565,35,Male,Bengaluru,Sales,Manager,B.Com,Contract,2023-04-17,2,46186,3.0,5,Active
1566,EMP01566,Employee_01566,36,Female,Delhi,IT,Developer,MCA,Part-Time,2024-09-14,1,43527,2.7,6,Active
1567,EMP01567,Employee_01567,30,Male,Vijayawada,Support,Analyst,M.Tech,Contract,2021-03-22,4,40842,2.1,5,On Leave
1568,EMP01568,Employee_01568,38,Female,Hyderabad,Marketing,Support Engineer,B.Sc,Full-Time,2025-04-20,0,33765,3.8,2,On Leave
1569,EMP01569,Employee_01569,38,Female,Kolkata,Support,HR Executive,B.Tech,Part-Time,2025-11-27,0,109309,3.2,2,On Leave
1570,EMP01570,Employee_01570,34,Female,Chennai,Finance,Accountant,M.Tech,Part-Time,2025-09-05,0,135907,3.6,4,On Leave
1571,EMP01571,Employee_01571,44,Female,Delhi,Operations,Tester,B.Sc,Contract,2023-10-13,2,91299,3.6,5,Active
1572,EMP01572,Employee_01572,40,Female,Delhi,IT,Manager,B.Tech,Full-Time,2023-06-01,2,49105,4.9,12,Active
1573,EMP01573,Employee_01573,30,Male,Bengaluru,Sales,Manager,M.Tech,Full-Time,2021-09-30,4,115649,3.9,9,Inactive
1574,EMP01574,Employee_01574,23,Female,Hyderabad,Sales,HR Executive,MCA,Contract,2023-07-23,2,72616,2.0,5,Active
1575,EMP01575,Employee_01575,30,Female,Guntur,Admin,Manager,MBA,Contract,2021-02-15,4,97498,2.9,8,Active
1576,EMP01576,Employee_01576,35,Female,Chennai,IT,Manager,B.Com,Contract,2024-09-28,1,133622,4.2,4,On Leave
1577,EMP01577,Employee_01577,32,Male,Chennai,HR,Manager,B.Sc,Full-Time,2021-11-17,4,93474,2.6,1,Active
1578,EMP01578,Employee_01578,40,Male,Mumbai,HR,Developer,MBA,Contract,2022-03-30,3,55542,4.6,10,Active
1579,EMP01579,Employee_01579,37,Male,Pune,Admin,Support Engineer,B.Tech,Contract,2021-01-03,4,82159,3.2,7,Active
1580,EMP01580,Employee_01580,33,Male,Delhi,Admin,Accountant,B.Com,Part-Time,2025-04-15,0,40830,4.0,2,On Leave
1581,EMP01581,Employee_01581,38,Male,Kochi,IT,Support Engineer,B.Sc,Contract,2024-01-27,1,87633,3.5,6,Active
1582,EMP01582,Employee_01582,45,Male,Bengaluru,Support,Developer,MCA,Full-Time,2025-09-23,0,136901,3.1,10,On Leave
1583,EMP01583,Employee_01583,24,Male,Pune,Admin,Executive,MCA,Contract,2024-12-05,1,140885,2.5,7,On Leave
1584,EMP01584,Employee_01584,21,Male,Guntur,Finance,Analyst,M.Tech,Part-Time,2022-02-01,3,103412,2.5,2,Inactive
1585,EMP01585,Employee_01585,23,Male,Pune,Finance,Support Engineer,M.Tech,Part-Time,2026-07-24,0,97481,2.7,8,On Leave
1586,EMP01586,Employee_01586,39,Female,Guntur,HR,Accountant,M.Tech,Contract,2022-09-28,3,71264,3.0,4,Inactive
1587,EMP01587,Employee_01587,28,Male,Hyderabad,Operations,Tester,B.Com,Contract,2025-07-12,0,60352,4.4,4,Inactive
1588,EMP01588,Employee_01588,26,Female,Hyderabad,Finance,Manager,MBA,Full-Time,2021-04-22,4,135132,3.8,9,Active
1589,EMP01589,Employee_01589,31,Female,Kolkata,Admin,Analyst,B.Sc,Part-Time,2020-08-15,5,82615,4.0,9,On Leave
1590,EMP01590,Employee_01590,25,Male,Chennai,Operations,HR Executive,M.Tech,Contract,2023-08-31,2,81708,2.4,0,Active
1591,EMP01591,Employee_01591,27,Female,Kolkata,Admin,Accountant,MCA,Contract,2026-02-22,0,63420,2.1,0,On Leave
